usuario,num_tweets,num_amigos,num_seguidores
PS_SanJavier,693,275,140
Mario41325892,13,2170,62
elemsiei,147,871,93
javivalenciam,1666,747,296
Converlan,1899,749,749
problemas,2667,214,215
CulitoContento,479,1907,404
monicon2012,4517,1298,1259
CrossfitConce,797,1828,614
mjosefasmart,96,412,19
outofCurico,3029,257,560
margari80409683,627,226,63
bibliomeduchile,1758,912,244
PsoMonik,14,18,12
ibooaragon,104,220,22
MiguelR84193102,1,9,0
DCisternazul,284,588,197
DaniWeinstein15,138,1116,155
07luchenz_Rz,37,168,33
CALI_BARRERA,2251,441,347
HermesMedinapor,55,517,81
zaratus92893473,9458,195,182
RodriRock21,1499,1136,437
pastrian_jose,4310,442,136
valery_real,3022,1853,634
RobotlabU,13,117,48
divianb,211015,5341,7389
victor_colivoro,11,753,40
miguelceballo,53641,85385,77603
MacaquitaTierna,51789,6201,9735
lortizmesias,1514,1302,442
JoseMPSanchez,1742,2464,519
marcozzapataa,167,1178,643
arturocifuente2,38,553,137
talo_tgs,225,122,31
CreceChile,2377,2037,4207
Paancho_Toro,1017,250,128
CREandoUBB,2191,2511,1614
chechy21606898,437,61,20
Salvato07305596,2,1,0
AcharJorge,9239,943,908
araespivivas,20,389,39
MigConCo,290,1252,310
Mendo0109,2739,1012,839
DRE_Cusco_GRC,393,508,239
Redes_vision,58046,36849,33338
Dany69453910,0,25,6
francavieres,339,815,144
Pavlo_Ro,20031,873,475
LaCastadivaTSc,91075,9718,9692
MajoUst12,96523,830,1500
doucastroq,682,503,1238
fullelectro2015,6,21,10
alexperezbravo,276,2159,676
espukie,74,376,74
marco_ayala,27,189565,219441
Andriu_Chango,10139,2697,558
SabbirA05565096,1,182,101
jekita_,79,284,82
PabloTAhumada1,7717,4470,2920
TheRealDune,247,16954,32306
ASETOCH,117,77,230
solsanchezg,1090,900,363
lisa_robert1,41317,54228,44696
Santos24401554,403,63,3
ConValores,254218,56713,105702
Alejand20817705,5440,4871,689
xixuena,35,241,10
forexlifecom,91582,82670,297054
Patigonzalezc,2820,452,217
sergio171_1993,0,4633,188
RancoTuristico,20,80,85
Mika_books_,225,1693,582
Templariodrac21,753,1566,1014
0923Iris,73,134,9
quiquehernandez,519,210,192
Cn_arvn,13532,98,227
Claudia83280987,4,24,2
jaimees42348348,24,683,269
Rocio_cebayos,3913,253,139
_Monica_Duran_,5,1555,563
pamoltor,27,117,6
nanybegon,139,623,206
la_massih,2717,567,699
AlexisBoyle77,7,91,3
ForoFIRMA,187,466,128
FullOutdoor,17054,4854,8480
MOHAMMADKA99,2,196,23
absolut_azul,73604,2729,2223
concursogelatti,29,1701,646
ficmasazul,75,452,86
JC_Thienel,11375,2205,2120
MegaVinilos,5503,926,523
IEchaiz,13400,4886,3641
JAVIERARREY1,208,267,161
DecibelXIV,14,398,104
Cecimo2,77,246,34
FernandoRizza,2407,2005,1718
FuenzalidaAna,0,149,8
TomHage76102889,456,534,28
YaniAvila135,2403,116,114
hugobarrenechea,16106,4738,3056
MarcoMrbarrien,24,505,54
riveros_moran,22436,5238,6625
mvfrioli,59774,6717,6746
andie_phongoe,2592,8705,8699
PisciculturaGlb,1004,958,374
FactorCritico_,322,1290,1311
JeanPaul_UC,24242,2141,2205
kelvinmary,7368,1155,1090
MikeSte95517557,5,728,172
danirosasf,5179,2239,1455
vcamposperez,30,577,17
mpineberro0,0,2,0
raveripsisimus,187,1406,119
ChileBizarroCL,8700,14383,12697
treceget,9,57,14
aharzc,924,645,532
imvequipos,286,1297,112
Francy_28,14,145,25
demoenrik,828,711,293
Ariadnazu,24598,2734,1155
uandresbello,29360,53713,55688
Hta01000245,5857,472,280
gelvez_enrique,9390,4138,2165
AsambleaSMaipu,25,1857,607
ALEXIO_PIO,26,1536,469
99Fundacion,355,1199,422
Somos_lafuerza,82,219,112
ElTiempoOsorno,4428,2293,2669
MechonaUACH2015,18,231,95
BasketValdivia,1038,712,1987
pancho_89inacap,4,56,7
Outcomes10,494,922,260
carlonavarretep,1332,1685,298
lavozdelapoesia,1142,3903,4526
Incubadorauach,2865,4086,4452
CaroRobledoM,3060,885,710
IrisJia49688670,86,721,62
Terracotacafe,7153,1122,2287
CeleryMichelle,477,1700,358
pasoapasochile,213,1423,1329
Carlapirata,3229,1882,1573
garridoisla,274,399,84
favdpz,9465,4197,3468
JorgedelSola,1308,4998,2198
cretton15,2627,1726,2464
VesolaB,3,770,56
mcanas,6791,1805,1241
Raphael1674,1244,1045,56
CarlosArrieta,2,38,6
aImarchita,21,158,119
cpizarroazul,526,711,94
NormaMartinezj3,14580,3260,1784
StoDomingoECO12,38110,2228,2648
MiguelA27775760,0,724,26
vivimariano81,135226,8955,16470
chequelo,1601,1652,297
quilombosfera,28285,2441,3815
hospitalcorral,557,1044,767
MarceloNasser5,608,674,254
PatriciaAbalos,14504,1089,630
ValeriaIsma,192,627,390
preciousjneely,0,8099,7551
chistegrafiko_2,1993,1828,1406
DeivisGarzon,86,201,64
veneau_victoria,88,246,106
ROD_DS,631,545,204
jpesp,9195,1007,1155
MiRevs6,0,41,8
fran_aq,4,332,167
IvanMMunozP,12315,3316,3112
Lualb10,1467,728,277
IncoludidoCL,3701,2917,6769
rebomelisan,3094,1408,633
SpahijaLiridon,0,10,0
arengadigital,24913,4015,4178
SindicalSst,1076,4357,3315
PALEOiris,2263,790,681
beatrizflower18,0,588,38
willteese,2706,513,289
SIPRENCR,3893,1927,1939
Solshra,32238,4078,2134
OL_Araucania,766,158,318
TajanaIvanovic,394,804,499
manp77,3989,1074,436
yasmincurzi,10775,1093,1880
JLeoGonzalez,340,411,187
bigscrillayrn,29523,3640,5631
balanceambiente,144,1451,243
aanniitttaa,1436,1013,350
wglabora,6048,1062,800
pacareu_mireya,586,210,46
andersonazua,107,427,125
belgicatapia,2,91,11
asitem_2,77,1896,1410
ValeMendez_r,10928,468,421
CargoCleta,4411,289,463
matus_loreto,115,1437,304
decisiondeadela,77,222,89
estallido_el,1940,3807,6346
Pelaito_Ricardo,3,42,1
KRadhak64465814,157,3133,15294
careca86,19080,3051,1095
camzuniga,10636,2351,2107
DuranDiputado,361,2477,2486
joacocastanos,33,83,48
A_Melendez_G,5690,673,1102
JoseMata251267,2438,2745,1625
McMolin,13,52,10
PDelgadoAgoni,4160,702,461
HugoUrrutiaGonz,15,85,27
RonnyMataV,4103,5708,7251
PrimitivosCL,9393,1847,3123
NataliePaige00,39,4679,626
Monica47531883,3,44,2
danisotogomez,134,174,88
FarzaEl,14,714,56
GrvCom,3517,732,1103
ElguetaGodoy,2,16,1
dragonofthecat,1501,493,75
iutree,439,756,577
desdeeltaxi,11057,632,182
MaribelMoreno5,12235,1189,954
Jauad83,261,405,25
_Loren_Nerol_,29,54,6
carolamorenoc,26,55,19
magits21,568,132,87
ClaudiaCaab,15,66,11
Soyelayatola,24747,8870,8072
ViedmaIgnacio,7,657,64
cgarcesb,396,386,266
dgutierrez1977,1090,1072,298
capdesprecio,1132,355,55
Francis43146271,68,675,178
AndresGonz1286,1373,1820,388
ClaudioRavelloA,13110,4155,2155
HugoFLDF,33,75,24
CentralVermelha,236664,17858,37384
MoralesAlayon,770,4595,2996
anadichi2,0,233,42
RodrigoSandoval,29709,6788,6886
paoRivascaro,0,89,20
AVRpsicologo,2236,1422,503
RugeLeonel,92238,4775,7679
Nelson_Hadad,1575,829,658
nissaiv,7,68,25
Harry66709967,741,1098,344
Marce_GuerreroC,3570,1352,6461
VeroPazCA,15554,2054,8275
RembertArce,40,1445,100
barbbby,178,210,124
contactodu2020,6,19,7
kineu_valdivia,859,571,248
bochinesco69,12597,4941,4682
elotrochecl,71,92,20
spediamodesi,25421,2968,2006
Oswaldoseg1995,7982,4997,4298
La_Sutto,6929,1819,1686
OncoMamas,2281,2590,2265
Antic2016,1989,1962,589
Nestorwk2,10343,1394,663
lilinaonline,19944,2663,2111
Yaradeldesiert0,18168,374,660
SimoneRevue,104,833,166
furralo,219,65,37
TerribleDeShoro,144544,136363,130026
NeptaliMendoza2,0,73,15
JotaEseJota25,6833,3104,2723
andresrojaspa1,35,283,6
Academia_Inpact,5657,1069,1305
Naty_Loubies,11,304,16
albixqueen,23715,100,452
Georgeigarr,1,72,4
talkboy_,22481,3140,7315
Gabb1780,7504,5005,5004
GildarPerez,1544,3122,454
Santiag98466310,8,104,0
politicaenhmo,119,614,142
GravesWilliams6,49436,24145,24540
silviriveros,1170,1271,196
AkingIsip,65501,2690,1990
HotelelAmparo,652,441,264
mejias_trujillo,8434,2857,1952
JulioRosCald2,2289,4932,1007
roneoroneoroneo,533,2659,1279
PolancosZelda,0,69,4
willy2286,195,275,16
Worldof_Puzzles,246,134,40
KanTowers,64,122,35
DERProcesalPUCV,33,142,160
Goninzunzag,12585,1304,1138
Antovm13,834,31,12
MujerdelSurCl,1418,737,639
GersonM13728931,837,2031,102
BancoEstado,224561,110319,320353
peterobombero2,179,302,65
robertdiaze,251,113,153
PetCountryChile,3498,3920,3925
MariaSF___,2446,441,204
Censodigital,218,6387,5587
Bompa01,9878,411,120
odrallagarodisi,1204,338,153
Rednacional132,618,460,903
HamusPlus,88,1515,236
andreilla2021,32028,2611,5160
Marian_Nathalie,286,206,95
vancousaurios,3877,3454,1795
paulina_asav,4519,411,258
Luiserc9,3845,272,149
JohnsonMujica,569,4988,2533
BigHatWines,2006,447,748
ChileProyecta3D,381,615,316
carmina2409,871,330,114
RedTurismoChile,2754,11090,14829
LoMejordeAzuero,9881,9303,16540
ConPotencial,4,9,8
gmezaa,1385,271,57
PATTY_ROJAS,6057,1731,644
Sadia_pukhtana,36963,70503,89735
rajevnobura,1156,895,462
Hilamultda1,10272,2761,1556
lopezfielitz,6391,1899,381
AndresP46332799,60,269,8
Chistosoto,31473,7382,9040
Co_cinero,39302,162722,354755
MaryOfficiall,39172,2774,17180
27Matiasdonoso,210,493,1569
Juanafe,9295,4086,51560
lies_mat_uc,261,4057,900
fradejass,7121,457,113
DrMTrey,1695,238,217
Sam_Steve_,1491,458,142
Renegod91820471,3,2549,266
lcanosilva,4081,531,254
Juan_Andresg7,7781,2744,771
BelnRodriguezR1,1747,472,1533
SOSNowOficial,147,3272,493
KELVINGAME3,39050,2546,1788
LMIR_1701,46967,2995,3046
ayumiicqke,0,273,34
rena_faundezm,2,7,1
ANFDGAC,1505,1868,2492
somosfutrono1,3303,475,766
lidiaaedo,65711,3026,2198
andreslebel,154,2047,3731
manuelandradem7,247,245,57
ipatriciomv,119230,9647,9475
CuicaY,2105,771,395
consultoresays,119,676,171
NoDiisponible,7153,1101,442
testafer872781,8153,2320,486
ALFREDOPASTENE,567,2319,255
smoke_catss,21394,631,769
DaisyParraMusic,1434,24898,54472
ArrepienteteRd,4690,755,989
AmableVizcarra,0,148,3
Labbe_Core,143,338,152
velasquez846,46,611,58
PuertoMonttDia,381,382,124
ponce_alcaino,0,2961,1110
CristinBabe_,241,2894,682
lilbuzedanciful,11480,673,481
JARM24633516,10,42,1
milaydeslourdes,19330,7119,7410
Rod_Hdez,2926,3622,985
loquequedanoma,12439,870,619
LopezAtala,33877,1219,1230
parisvega965,258,503,47
JuvenalBustama4,7877,622,581
Deejay_Nguyaz,10561,2778,3131
erasmo0j65espi1,1,2279,122
Jorge_pincheir4,1,82,9
GarayVillagran,7710,4989,3302
corralero208383,1258,683,76
sweet_kukyta,109157,7783,16920
Deporterochile,121258,6870,18945
fascistapobre,703,1670,1276
DondeEstaCr7_,552,2740,2076
AleMeneses,13954,894,2732
Laluzdelroble,74,215,24
DanielavMolinam,15,63,24
Informa93punto1,9911,371,182
djoustraa,6,452,35
PatriciaComas3,496,910,194
Mbelgic,959,438,515
manuveranaranjo,906,485,137
FunRodelillo,160,5001,1160
olimpopro,12055,943,4535
energygreenspa,74,409,503
aetoscl,41697,4203,4349
vargasangelita,3,60,8
robertopuma_it,91,669,5762
RNewen1,1545,478,4458
cristian_avi_,15146,2138,2029
paulacortesdiaz,4,55,2
JihanMila0,2805,3869,4608
Juanibanez92,709,3865,2250
ANPTUFNacional,231,749,436
GeezRoberto,4929,217,122
serendipia80,5175,1041,364
Buhle_Mahlangu1,20011,36409,38103
Shilevision_CL,31394,15548,25635
academicananet,2766,614,288
RuberMichelle,13568,914,1101
m1jWVOj7yuqK7JT,5,531,84
Liloo25li,3565,304,188
VngNguy14484818,7,2369,1857
SlashChileRNFNR,8431,578,1260
_erikaa27,1,42,15
maurojelves,5762,3069,838
ChicoCristian0,1363,2418,2808
Zilaalania2,371,136,31
yo_rechazo,81739,10847,9874
roberto89292068,3,499,11
Mundomimika,3802,4807,2928
LizYadira09,3,148,18
lm_not_Homer,12679,990,701
Yeyi79,104988,4653,6470
franicevic17,4216,3513,700
eventsysca,687,376,197
NoNeutrales,3212,3159,14754
ieruh_,112,498,0
akash01639563,659,4131,6026
DITECSURLTDA,152,727,278
sebastiasd,20836,505,445
QQKrfuxNqQml8,0,581,32
EventosKid,460,1558,382
navarroalbina,8266,2108,1587
iimmlloo,21273,1277,1331
SITReSU,43312,914,255
carlaarenas2,56556,1633,1382
LeoGBFarias,873,471,80
AnaMaryRuedaRe2,228,495,222
Galaedhel,8653,477,482
punKrazio,27060,1423,1438
N0p0r2,28,354,53
HellCountess,7,616,536
Catrala51920280,3291,7115,7146
AleMontecinoG,869,709,620
yerson_alvarez,19,1595,297
belen_sbr,2166,18,38
NemesisLeClair,50915,4088,3451
SSS_Integrales,773,1833,474
_alequiroz_,211,128,48
prismaconsultor,17155,37534,42641
ShellyG95184586,26,232,178
Gonzalo_VeraG,525,477,116
ani_nevenka,30,223,42
pdrdt,3084,1356,230
Chilemonos,3053,1253,3577
carlostrommer,4213,286,385
Sismo24,12321,162,4016
AmpliarLaDemo,81,617,237
fandrestb,4301,664,214
KarinaCaizares1,30,2,1
ElPrimerCafe,4423,1922,1393
RominaAracena2,2,30,0
EvelynGarza36,236,151,83
nygutierrez557,186,554,55
NicolasRivasI1,89,152,34
gonzaloLadoA,26062,1745,1438
maconlinechile,14800,7029,24850
VillenasMarcela,13102,797,752
gomez_lamana,17721,4999,1747
Niki_p_s,11,72,5
JoseAOsores,8,56,7
DonLibrotecario,147374,10894,14452
petrinivalores,3692,1304,735
valdiviano06,65,38,16
JvpAutos,32,26,50
Aynoha20,43609,4825,4471
Enrique26024705,351,67,2
LeanHealthcare,1527,2503,3257
macuano,872,468,113
zurdoresentido,5777,1904,877
LiberSeba,97670,894,2683
JuanPasalagua,1000,2182,3258
LalyBelloOl,89631,6783,9323
JCTELLO59,2,74,5
gringa_rocio,162760,12414,16522
SaryOasis,59795,10544,20513
spacegirrrrrl,49808,551,674
hoyrestriccion,1132,3248,2838
cachovasquez,3751,571,109
dani3082,1561,2957,3008
MrsTeresaDavis2,1,296,127
chileanlawyer,170,693,150
ElmerSuazo8,0,8,0
Juanita63997069,519,337,87
pepe_jmunoz,14,159,29
Naldeas,3123,114,201
Chile_enlondres,7,316,100
JavMaira,1423,1322,1033
diiorlolita,26,152,83
bcm_ocd,880,3269,1593
Mullergilbert,1343,982,179
picopalkelolee,23,193,68
porunatveduc,2751,2568,4870
CardualD,11766,3292,3130
malditocretino,601,483,811
IiAuslander,48,407,227
TulipPenney,65020,76974,94959
fresiakanela,458,237,29
elchicodeneon,4547,1824,266
valedanyau,4767,238,325
HistoriaPapeles,5925,12070,22472
ChileObservador,118,185,74
abogadosvenezu1,14447,81920,81167
Ciertoperoduele,22995,11973,13638
edogferreira,3865,4428,3629
lacuarta,237484,20554,840196
irisandthecats,29,328,8
poyarzop,982,637,90
1diatablas,228,1399,305
Tereleckie,0,86,17
danysepulvedat,7726,578,345
BrannerChile,2003,4834,715
MiroslavZoric,0,205,12
consu_lefever,69,784,641
Palomascacaxtla,626,1666,732
rmanciati,11029,3421,2507
Katu2010,650,177,170
Dunegase,2025,4900,3960
CalvayJaime,4,21,4
waltersberna,657,143,61
chicaestelau,908,2201,1395
6Chame,7424,2576,2233
aerostaticxs,24,29,13
jejoraffo,68363,7219,7558
fortuno_scl,33,730,79
carmenagamboa,521,329,98
loiscoronel007,1411,1029,627
juacoveloso,3509,711,416
AngeliikaX,0,60,21
fiona_33,18,114,5
CulturalViartes,829,1540,511
elarachisaid,6558,1769,1495
AsambleaV_org,79,242,86
pameladrm,18486,1539,1202
juliocesargilf,102,836,134
PradoIta,20717,10599,9912
TemucoKarina,12870,5876,5889
Marcela229877,330,850,900
pili_andre,10626,962,2381
joselinguani,339,132,68
tiendachantilly,165,4423,791
poliedroconvexo,2736,123,125
Edo_Ocampo,2971,4387,2118
ianzakk,28345,2701,969
PEPA_UE,14875,1326,1514
B3autifulD3sir3,97,3196,203
waltnumi,11197,6688,9704
jlbalcarse,2971,953,578
vizcayacristian,6964,784,1019
31659939a7144a6,53,30,13
MvFelipe_,554,2121,1113
Alf_Quinchamali,37,519,228
CalgaryToSpace,10,89,14
CiudadanosConst,471,2211,1560
jnmi,20119,738,864
sncamposmicin,0,122,20
verde_yolotl,223,74,17
Rafael_Vidac,15601,175057,261496
JorgeJa62873746,11,64,1
JVeR_CL,13946,4586,768
ColMedValpo,9765,1306,5015
csar6256,0,77,1
gabogher10,14917,3555,3632
nudesmanauaras,58,7975,15878
alondrarzu,2756,1014,1107
Gustasaavedra,2256,1745,270
SonDatos4,0,3,0
MACHINET_300,15071,3467,2282
rafael21864144,0,247,9
Reivaj38,3740,1678,1361
Monikarw,129172,550,452
SadassaC,5414,1110,1149
q9HVLlBci8IXpbC,47227,3968,3314
tainitoon,247472,9612,16086
Cdelrock,519,2788,2779
CosturasdeGini,4900,124,1520
frasesderockcom,1124,12086,12842
diazvasquezjose,226,100,51
mariojesusmend7,0,142,32
caroliolioli,83748,1635,2363
SomosChile_CL,54045,16879,44848
teacher_andy,6453,10129,11087
asareli1999,32,1256,133
ricardomoris11,482,481,248
Wftu_eurof,774,4046,1495
PauloSa38720778,525,825,78
carovalenzu,871,974,119
cristianDV,4197,296,126
robertoivb,282,306,24
VE3WZW,712,1041,304
benbarahona,17792,7043,6669
rspg67,10474,4996,4064
josemig37241203,1651,906,75
Jo2208413420,0,108,25
DiputadosDC,71302,15409,27848
rodrigovaldes,18850,3096,3485
Catheri87971483,1996,523,359
INoticias_CL,23988,4975,4121
Icarus3012,47091,6477,9390
PilarPerezBcn,43987,6653,7077
di_animal,1,253,82
vero_ghuidobro,65160,4828,3762
SoyMCeciliaJR,2836,567,180
eduvillacura,519,1166,1238
m3_padix,3183,2589,335
patty59600940,1665,265,93
sibongilesnyme1,2,129,29
balabarista,3849,750,645
MatiasLovatox3,1035,476,192
claulibertaria,15671,6379,7155
Angel725615822,0,225,7
JuliMarGar,120178,3239,3187
eduardoquirozCL,33121,4997,4532
JacaJoaca,347,68,20
hugoacuna,219,378,300
fernandosagredo,960,3853,3125
AserturC,3454,972,870
Joseram34552593,0,89,13
tuiterfrontera,4651,6794,11198
oskhar57,31,83,19
ConsultingSalmi,45,832,96
EstoNuncaPaso,1267,1573,13654
FootballCapHats,7766,4195,2541
Thunderlive2,17,2,0
VeroPinilla,10421,3291,3800
AmalynChourio,0,5,3
IvanZamoraZ,7085,4071,2510
obrasjcstemuco,211,4813,641
inversori,529,808,3117
rondanelli71,81,33,12
Dani_rojasp,472,1429,281
15Snatch,17741,2033,251
JulietaMina4,11223,1413,1134
juanicosas,25469,10891,10040
__AnahinSalas,1140,90,522
montana007_,1891,3096,262
Yukidebolsillo,14074,435,369
Fenix34222059,12236,9869,9857
da_nightwalker,5,46,5
BookiesExposing,263,4233,472
rgbonnet03gmai1,7,177,7
BiblioAye,67928,876,702
paboobymonica,303,110,186
ralbbp,584,602,131
MAGNOLIADUQUE1,0,94,1
monoprimaso,19151,3747,1047
jorgeislasmedin,3,106,7
monzojj,5789,92,108
NiikoolaaZ,8,114,42
davortmen,9096,4735,6372
ciudadano_repub,1894,845,735
davidespinozap,90091,18064,20998
cintiaemi2000,2962,522,226
Saysitha,0,667,135
CiudadanoNico_,9544,2139,2057
MagalyPagales,229,3049,10909
sex_chana,4,4044,305
maxkarlortega,40,456,75
simplehobby,2794,49,75
KarinGfell,18,103,15
CumB0iii,27,169,7
soy_ladorita,5521,3472,1057
diegosuazo1983,947,3253,2345
ProchileLosRios,686,338,242
An14336104,49,406,9
IncuonoD,656,541,83
SAMSONOMALE10,111,271,14
DanielaSerani,5540,1140,937
EU_PMB,2523,4636,1825
chirito1234,20513,766,608
PatiVeloso_D24,5802,2033,611
Maloka_Tiisetso,11698,54757,51804
Procesadorcl,3057,534,267
julauor,579,996,911
agmproject,7044,4739,988
Nicolas90919598,114,321,166
axmarinkovicy,26783,4517,3640
MSweetwood,37764,93638,166681
YuriOsv,4464,685,429
polillo1104,1,242,59
noradelpilar,22427,1882,1383
rlecaros,6,24,14
JuanMar81568278,10443,3872,3059
Crisemil3,114,246,10
SiLaNuestra,80606,1413,12452
loutaylorp,55055,16420,15255
nicolainnes,3136,795,1462
Barbara_fdr,2641,3328,3367
alquimista1213,14037,2506,2169
rocketkity,1097,1719,135
Anheben,68,83,28
sergiotuitero,2547,57634,59357
PacitaSimon,3,38,3
virginia2601,227,200,25
Hugo_Eduardo_,392,896,157
marceguerra,1118,3327,3583
FOlmue,1620,524,141
sergiosoto43,62,1803,379
clopezs1612,3779,455,229
28f929f2699342c,2,21,7
AtempusCL,27,1854,692
TacticalPartne1,1244,670,476
eRe_6,93727,2950,1299
adrianae25,50755,7694,7273
Observaddhhvp,38,292,220
javgonzalez92,0,4,0
Fr4nkPena,3,27,15
hwittigb,57484,10216,11308
JhonaikerVg,50,259,35
ErikaMunozChile,2447,557,905
laloentodoslado,1079,154,75
AnnDesola,11502,232,769
Zorroloino,205,557,88
Daniel_Dem1,14186,2417,1323
OmarVeg83715900,14,60,12
alejandroisaias,7329,2322,918
CrisValdiviaO,1449,2545,532
JaimeSa27437345,89,214,87
arusi08karate,0,99,11
valefi,7877,433,223
je_garciabozzo,8613,2866,2613
Watcher41463045,1,807,4
untthe_mcn,5027,969,2753
mensekichi,1,849,70
rojamaite,94,189,33
kakos007,409,2658,1256
colectivoYerro,124,235,117
ExalumnosDuocUC,3775,1937,2366
cally4all,69,872,49
manti2947,2305,5001,2163
ovitisopsid,0,1003,1
Nicole37510371,1,2,0
IgnatiusArengh,1,238,26
adanysonia,566,163,246
CarvalloFdo,46136,5047,4784
navarro87,0,203,18
VictorFredesV,23885,4625,1359
Tadeo_nc,108,73,82
diesparza,724,583,130
chaiomusic,0,72,71
RodAstorga,66543,17365,33878
pollovel,54712,254,15527
Mestrella45,18,178,26
defensorianinez,6620,673,70167
Emol,555636,479639,2010615
marcedasilvam,1358,150,172
AQUASocial,25459,1552,9191
Calderongalaz,59256,2537,1927
Caro_aqq,72018,2839,4285
_MajoDG,10838,672,273
DynamicEMS_News,2024,1801,796
RodriDeLasFugas,11034,6217,7078
rominiv,10753,2403,2229
MhlongoCebile,13,2666,2535
RalRive84092389,42,79,30
esabar40,1343,582,114
Jadue1Vuelta,62044,5001,1933
DeineMaja,7,2382,197
gnbravo,1846,1094,521
margie_underdow,0,3094,806
haydee_curo,6,59,7
AdoptaunFamoso,1680,5600,7106
PatyAlvarezO,8090,4895,5065
Christianvaler,1156,288,241
kerinsherwin,513,276,91
sgodoy87,84,156,31
Intidelsur,59,40,7
babyvaldes1982,1,131,28
panchittau,2,47,2
fffff3r,153,916,111
Rojoazulyverde2,1070,666,197
claudiomoragag,20,436,15
opinayactua,101,318,30
KeKoX_SF,12030,188,193
Sebasti45781359,15279,2445,2330
enrique09049201,4727,165,34
diegohagopian,58,323,64
JQuiker,182857,7595,9065
susanab64597269,20,379,23
JosDonosoMedin1,1,32,3
vadasfr,462,1739,514
MR_SIXX,11486,4940,2388
HoloFigurial,713,664,641
totalclaridad,38058,573,457
sbellemof,15195,4685,2290
veritomolina76,252,149,67
Tatianalohul,147548,5204,5134
PMigrador,97,141,50
jsilardi,2448,463,409
MaherIsi,10763,7755,8575
fepevs,11916,1147,1303
ReynaldoJoseRa2,3,17,5
Dombeda,542,301,42
CABEE69,36,72,8
atractivaconcha,105975,1164,13840
GermanPinedaGu1,2,227,75
ReyesAgueroBiol,1639,1259,236
hanzbp20,10,13,3
agustinasmaria,26153,709,751
uhops,169,371,158
TirantChile,1732,432,1458
Diego_prg7,203,79,35
alsj2012,322,193,89
marcimon55,13477,7296,7292
marincastro,6436,346,1751
ktitamugaa,1,4855,1638
Vanessa98898431,6982,1525,600
cochinosudaka,25143,2140,2089
alexispoblete73,1549,5218,5430
ClarissaHickle,10,140,132
Azahartienda,1007,1394,313
PatoMedinaJ,2341,1466,2122
MarcosTavarezF,103,646,360
Erkayser1,619,740,267
digno_el,3517,310,198
OkokSilvia,2755,7787,7873
Rebecca_meg97,8,41,71
dudu_selim,12893,901,881
FinaRomanDiaz,14157,4305,4523
LiliChi11,1631,1279,1455
kurruf_nawel,74,158,24
_sybill_,11847,1063,1191
Aridu20siempre,8825,447,417
Piperspicaz,2138,796,250
SudoryBarroDep,190,604,150
tvreyes,838,401,179
SaezFacomio,21,173,17
ReylibisB,14238,477,384
SusanaTLeitao,232,135,99
Ahumada29115145,6,4,0
Cristin41345396,6,298,78
damarutomo,11,247,18
periodista2009,39281,5892,6478
FelipeZanartu,25075,1612,1986
PatrciaFoitzick,41,250,33
MatiasVon,0,14,3
David13386388,18,272,5
emmyzen,138215,46212,53563
DROMEDARIOLATAM,691,1557,246
Mati__B,1361,454,312
RodrigoVarasLpe,327725,8080,7339
Dickhead632,11517,1058,171
CristiCMoris,22838,3893,4260
PabloLachener,15083,1188,1238
yeyeconstanza,46,333,40
adikgendhut,3006,9234,9409
ICECBT,1139,4862,2294
JulioStgoCentro,84801,2717,2485
AnaSolRomero,68217,2022,114244
LeeBurbidge,5113,1610,1848
lexdir_co,1094,4834,2640
SangreChilena1,2115,2471,1333
Juanpab82929479,6,140,37
BodegAntigua,102,647,849
AltoRadio,192,158,829
carlogoller,32588,202,325
yubinista,11468,514,351
Addictd2Success,45224,391516,559127
Daget28,3341,1131,804
rogel_hernan,5,54,8
ACgura,17683,955,1140
JardineraAmable,1358,14564,14369
Bombero255Cg,2,21,3
otl_uach,811,1070,654
AlejandroHennic,5586,638,597
Panchoaquiles31,0,6,4
travahoo,145,4519,1153
wolfmanfire,5093,1134,892
mimi61209269,142,238,99
lababychika1,648,71,21
Fernand40077679,4,56,9
LudotecaB,196,193,58
roweeddie1971,0,112,12
jpibasalvo,347,118,35
axfernandez05,2388,825,552
k4pi_mr,29009,49195,50412
tangoferoz5,4,36,4
edit_rosetta,2169,1163,996
my_duas,216115,44143,44449
Parkerlovetoy1,4,4110,241
michiquilla5938,243,36,108
dayraaaaaaaaaa,2767,1435,455
WmTPIrw77Bvcjh1,433,154,42
acabtrecedoce_,4679,381,91
MiguelMoyaLopez,883,432,298
alzira_mudanzas,6,936,175
Daniela11327274,15,79,7
rhfuenzespin,23803,4748,3450
GabySol83554575,1,89,2
XimeLealA,123534,1757,1727
Anto_Miiranda,1192,200,160
FTerritoriosC,1110,2242,1640
pspropiedadess,39,158,24
PoliticActiva,1,1515,1169
MEF1964,6299,5322,5217
PedroCarvajalr6,70584,5597,5523
RalArellano19,2329,74,58
stefcvillarreal,626,229,76
TemucoAraucania,13776,25531,28846
alpezmar,78119,7517,10556
Ahanubis,18654,4992,4394
Michaelkoger001,59,1992,439
BULLARAZNDESER,582,868,958
carignaro1967,4355,147,51
AzharNighat,10129,2962,1586
alfaroca2007,26,231,14
Mehr_Asgari,224,1847,1036
saaabe_sb,6569,469,299
EsterMedinaAcu1,0,80,4
ThiagoMouse,178,132,141
Michael82261332,0,1806,123
christianguano,7700,5714,5653
MOVPCD,999,470,1246
DanielSuprtramp,70268,13132,13605
Aliquintui,175,84,44
