usuario,num_tweets,num_amigos,num_seguidores
Andres_Suazo,2364,4988,1109
alfremugaz,102,202,25
MacarenaLen,0,121,38
HusarDeDignidad,23030,4848,5491
Mauro22684824,11768,2670,1688
jonaramir,22,160,34
GuEspinosa,54,427,102
Weigelt_P,406,1444,749
Daniel83587119,2999,516,259
robertoreveco,10712,592,294
rickipobreton,2248,65,69
ConsejoCosta,4,9,10
mbahamondezp,7467,995,1005
InversorPeni,560,200,98
divulgaciond,22788,10972,11179
Javier95793244,1,63,3
TataNandofer,44546,352,268
vanguar_8va,680,2341,2527
ROSSMIKAT1,60,167,23
KatyBachmann,9,93,39
tacomachali,1372,955,1089
sebacampusano_g,90,286,34
Esteban48719902,9,253,43
jriverosa,2881,282,60
Lacimaextrema,58,76,6
jsalaza27093693,2,127,10
rossisandra777,2631,1157,860
JulieFloresP,16666,1307,1351
BryanNmeka,5809,1555,496
chamilogajardo,2717,1356,394
nJoyGamingNow,9606,10521,14796
EspecialistasWB,268,211,111
paudelpero,4092,499,419
malvocc,5320,1999,1426
valpoporno,20,162,91
CCU_UCA,186,45,202
DanielC55703954,13,285,11
skavaldesp,2486,1762,1618
Carolita_Marin,44011,2322,2377
wcruz1522,46,106,11
Paoan54384075,0,155,2
RPTheGodfather,78,880,535
climavzla,119159,25484,178538
elp1pe,9248,992,417
NPSChile,627,2014,1617
kosma003,44644,609770,545793
igerschile,173,309,215
CarolinaCarito5,0,78,7
jeremievdp,533,382,214
JCasis25,78699,44344,47519
Dulce_Condena73,7441,1597,1485
JoseTomasRobert,6,336,57
LuuTeeMoiloa,91556,16727,40008
FreireCarola,2714,569,180
sleeping_train,1279,5725,5227
JecaMorita,53,842,427
nelmusica,128,407,256
PRAL14840236,1804,342,58
Maximil27866424,0,21,2
Vale181,58,279,145
cntvp,374,262,125
AliagaTeam,3320,257,5676
EmiCruzadaa,2406,983,418
XvPsp,5653,856,748
AlberdianaOK,339,3327,680
Sercotec_mag,4418,958,2500
panchocofre,246,1627,193
ElasJim11612259,1,60,2
juandelsolar,20158,1414,635
lam_roxany,101054,7846,11261
CarlaIuspa,2858,585,289
Fracijavierc231,13887,1163,510
BustoMessen,1,63,6
eretes,2266,2740,2077
deliaconectada,47828,1107,22814
ELR4011,6370,965,646
Illuminata21,63,374,148
LuisRubilar4,0,8,3
StacyWr35849704,50,1583,69
MakhoukhSamir,62,368,125
peyopeyo9,126569,11062,10054
ValleEncantado_,281,874,139
TorresCienfuego,259,475,736
Mandirakarki6,0,45,1
morales_wolter,2156,4356,2935
claudiovm1,129,99,64
ps_monicabravo,1233,1045,294
informetierra,5446,10678,13492
nxrmxng,641,1470,2415
Cemalti,5188,1913,1572
PEPEMARIN4,21841,7544,7380
FredyCanales4,1123,1732,438
RajLeion,10,713,527
Image_visual_x,4967,2069,1102
CabildoConsti,4,56,33
MissMB,1025,7487,6806
Maticillo,182,108,99
zavkita,759,1230,266
wet_sock__,22592,3906,2934
NOMASABUSOSS,3372,3785,840
klau_art,12,18,21
ulisesarayad,4655,4527,3222
Bob_Mayer,52383,219871,247771
rockdrigom,3001,573,406
MartinModinger,105,372,41
Anglolatam1,62,110,19
entrejupiteryp1,253,517,42
Marx_con_iPhone,14616,491,518
eojeda2003,0,56,7
derecho_nacho,595,3758,2926
MiedoTorero,1175,537,7010
RodrigoSalazarS,465,1602,76
colorinches1,105,357,49
cuchofighter,1591,1887,1155
RevistaRun4Life,10697,2651,12723
DatitosDeFutbol,13220,2444,1961
nelsonosses,5058,4977,9996
comiendomanjar,686,3945,1631
CosmeFu41163628,4529,1338,676
bombarendic,1466,1924,9553
wetzelpab,31,191,44
xarxatec,164,465,214
guillermoacuna,54122,41974,43353
ComunOlla,7348,977,10281
fuchsnj2,1,783,17
pipeparral,4372,2832,2617
tacariguaesc,5375,2329,779
O287Ro8At1,59506,2249,2187
pcarrascosilva,54,168,14
alexvergara2727,677,191,44
elcauquenino,14171,1575,2135
Danidonna1,60,448,86
hostelDanicar,122,183,84
lpcarvaj,36,94,43
contodxs,1145,2754,5530
150b244730d14d3,216,306,26
mayerbeatriz,1499,3432,1121
MatiMonyi,127,62,45
EMcCNicotiana,803,324,400
KaaCo_Ma,20,375,63
Romeinf,1129,746,189
Tatiana09860662,127,1178,71
AnaQuir78793440,6,78,33
iamtembo,54269,46538,48911
jimenezanabalon,621,846,219
Diego_Schalper,15590,3266,122816
54c9YmEA2PqfWep,10,199,19
OliviaS47174411,88,4503,260
VidaEquilibrad4,1794,3473,7090
IvanAlexisRiqu2,0,79,21
Ivan_Krug,18843,4095,1470
Daniymiotroyo,1510,4876,1517
glorydulce3,301,565,206
0ntimes,1637,390,87
LaDecadenteConB,58539,3249,3184
Luis_Delia,104172,41184,238818
ideacapacitas,12,1004,137
ldautos,7890,6416,8160
Angela_vld,65,24,22
Julianguerrort,1003,188,45
lorecontreras_,305,289,192
lorenarriagada,3065,220,124
yannydiazc,5510,1772,1804
agilaito,18650,918,535
goromontoya,4,69,7
SagredoYerko,2429,310,164
StuardoJuly,2,10,3
MacyDean7,39,645,3710
volgx,8826,4934,1048
mirandajosue01,17,3314,114
Telemauro10,23337,814,499
Carussoandco,331,2317,621
SebasHez,1688,226,120
Alejanosi,2225,1206,1212
PsychoDav,1219,222,191
marlenymonte,2983,199,77
alvarobianchi,6027,918,12175
Democrat4theDon,9,548,34
firetruckvideo1,714,238,89
ICEXChile,607,812,579
nikxole,578,104,119
Daniela56522401,0,297,9
NblRana,10378,10946,11061
J951200,0,12,0
CRISTIANM0RALES,96,97,22
OHCowork,3914,1019,556
LW2DAF,65,177,154
info_werken,2451,8399,17665
Nuriatari,1462,114,112
sodroxx,59,240,10
MarcelaYasna,4200,1777,1521
ChootXXCam,2,4444,360
GoProPopular,30,1070,217
ritahot24,30,515,133
_Monaco_News,813,2251,1262
mumyta,141,100,15
criacanvald,13467,8250,7628
FelipeParadaM,195083,4078,74531
manuuj21,2,36,1
CosimiRaul,1059,207,50
Maleducador,12160,845,461
barbarochi,51,2258,243
Flaiteconomics,6483,1761,687
Trucho_Langosta,12302,1986,720
DdColegios,50,201,70
elblogdeWakS,1196,1603,736
MachoNoTanComun,39,714,200
EleazarHebreo,1214,3146,2365
xmellaurra,6632,607,450
Acuario3092,6505,1327,981
MOTORESCUE,73497,35337,34806
DrSirera,62294,1303,15551
mensajero999,7979,1552,1457
AricaBBNN,9907,376,1403
traduceME_cl,232,468,73
Diego_Rekors,0,4,3
laderechacl,76,388,160
carlosbrown7878,4647,2282,2137
joselingua,30,37,21
NostradamuscL,538,754,294
MdPialKhan3,104,3988,2990
carl_uribe0,968,405,263
MisaDelgado1,25,117,22
junech5,61624,1838,1836
LaPinturita_cl,164,1883,559
rich_vergarabat,1512,4916,1038
pnovaalianca,397,8773,25781
punaluisland,20,599,247
sweetbritbsb,1782,2733,553
pipe_kres,3928,796,461
PlazaDeLaDignid,7487,2966,7993
piorries,9980,1399,518
versoinefable,64,992,1059
HelpnetChile,92,194,54
LucianoValds2,2,4,2
audiomusica,26412,15908,22898
Hans_Rettig,308,637,51
cestmarivi,40,26,18
BGarciaBloj,431,596,137
TalentosUr,58,267,75
ProPokerBro,78,4529,4274
rschultzf,570,345,122
SernaturXII,2253,1029,3309
acogeres,64,419,207
PatriaCaos,5629,4759,2019
PuppiesPaseos,0,19,6
claudigital,5334,1156,737
kannape_,14,22,13
ernestoigartua,74,54,61
JLeonardo1710,0,424,28
Glo_Butterflies,6997,2023,2226
PilaraGimenez,15099,4840,5173
ajunge1977,2,76,9
OlgaNataliaMorn,4228,1485,805
CFarranMacarena,43,256,7
MarionNoN,3,182,78
luzcandialuz,59,130,47
LiveNLetDie91,4045,363,304
Allery156,9,71,13
pablareta,94,99,50
W_Dangleboss,101,142,38
ahrnostoca,3242,2711,2942
michellescats3,692,1217,526
peloterosleague,9675,6103,10711
lou_084,182835,2049,2718
LivetrackJ,66,478,61
florilic,3511,1667,1010
ErnestoCabezas1,19,71,3
thebestnet,28864,1004,316
Jack_Eterno,47641,12878,19188
hca_ingenieria,302,155,22
cinetvymas,21090,14551,18738
michaeldarabosa,93,107,21
imenoxa,3694,1184,1072
artistadamian1,1,36,14
kimberlitapj,33,643,10
alesiamv,6048,415,199
stolkan,40662,4903,2057
etiliosotopv,7,222,70
matiaslabat,1842,1021,222
CiudadPlan,12,704,198
claudiofuentesg,22719,2915,1994
FelipeC82981135,428,2025,1034
gabycif,13056,596,491
khaluworld,3275,1658,1490
CristianHGB,105,987,330
Katyfuentesl1,860,425,138
Omar_Sabat,20038,6114,14620
MariugeniaAG,27566,2204,1572
MonteroFlorida,17840,2449,1496
elmauleinforma,443,284,178
Mistwiter,271657,4936,490
youssif53270183,825,4999,1044
sindicatobci,16013,5260,5464
carlosask,36,45,5
apruebo4ever,21320,975,705
PRANIL4U,555,728,45
DanielakingR,1179,1151,672
aechaitz1,8,142,45
openlab_uchile,762,708,938
opelkovacs,5188,2122,3136
leylapizarrop,2356,2789,1663
AsiEsValdivia,393,1323,2606
olivaolave,8,88,2
Carolonline,166324,6632,12033
HParaisodellago,675,3476,1034
phpavez,341,233,67
Carlos_Arsalco,897,704,327
RacingManiacos,108997,6163,43565
NachoVolta,54,595,3235
markada71952792,6,4233,918
Zoe509HT,1319,1597,777
kasantander,20775,14317,17088
RentyMe,215,204,24
sebaolimpo92,66,79,34
LuisASalazarH,9095,488,254
natrala,13525,1378,1315
ArguijoMedina,32,1154,84
pamelal82108680,3264,264,137
katheri93206948,0,179,19
Patrici91394585,904,8545,8502
MCadeans,4,100,8
Profbilingues,1431,479,84
caropao44,0,124,3
Sakil82689540,6,47,0
astroza_a,1624,996,136
coloxracing,37905,1336,3238
HelinaMiss,18,3488,669
turichile,2272,16433,23561
Manes621,1534,652,268
thalia_fcctnh2,1315,634,241
Francis85227262,0,23,7
TheRealHumanes,38961,1294,1506
EnriqueJakson,26,37,6
MilesMaxwell9,524,159,103
ManuelKunta,118,43,29
nicolas_merino,19,161,86
adrianiilla,690,324,209
Agenda_Musical,20864,28437,135899
reciclamapa,6,450,96
Mo70Lo,230,1325,1090
AllendeLlado,1109,2653,1717
lobopatagon,6036,907,872
XCampreciosPino,98980,2107,999
panchovera,1744,881,3097
RissoInfo,0,83,15
martom_,27,2026,224
Caballo20778691,49391,2800,1893
IGorIndie24,148,1455,138
LukasDaviLon,3049,1219,112
merydomeykop,19998,5967,5947
MximoFernndez10,79186,1359,722
il_camo,7960,7997,8932
bloodycatu,34,319,72
JoanCodina,388,796,381
marienabar,180,75,65
KasteelbierCL,1611,581,807
QueOpinaChile,35368,6201,7211
Edgaral17972986,4665,1092,165
vmunitai,262809,6359,6412
Alejan_Lopez88,12,55,10
Rocio_calisto,1420,118,58
TSocial_DDHH,1,26,0
sebaMedel88,800,59,37
Magaly92068113,0,25,1
TERECOMIENDOCL,148,1257,495
glatier,70357,8345,14412
Javier5494mejia,11,2062,178
timfelipe,7666,822,425
claudiaurzua,16,1208,175
Willanakuy_Ec,12184,13437,17679
inclemente2,52496,47106,43095
matiaspascuali,260,66,13
raulvl,16362,731,366
ALEMU13032020,5425,1852,430
alfi_izmar,13,86,10
CentroTianmen,20,1178,97
OsornoOctava,211,249,122
sermarher,16,29,9
GagaxLaganja,53581,43246,57747
WardCushman,6772,75565,84263
Alzado36,16388,973,2299
Isa50173212,994,351,65
justinsears,659,35156,53524
MV78614797,17,210,9
danishamolina,292,1281,168
beethoobmx,2,39,11
GataSimple,98148,8279,14133
danielap682,719,320,103
MariiPnt,244,149,76
RedesInfancia,193,334,152
Pablo46088214,51,4998,403
chanboox,251072,46746,50690
macalabrinm,1,257,20
LizGuy50624649,5,4005,2476
czarnuevamente,1544,843,187
MalpoConstruct,2355,10261,10122
Galopainversa61,5667,2313,1146
TheEnglishRebel,61633,12893,12172
LilyPittz,91888,221305,222802
Paisanu4,3,33,2
andybilbao,726,365,342
AtisPeyim,5589,6905,8213
Paredoski,30511,1652,727
Emmavelezvelez1,0,10,1
rabaofeng,77,214,154
Diosinfinitoo,13,231,19
CGE_Clientes,337194,44292,173552
Mariela80637185,1,239,11
CORDAP_ARICA,507,703,1082
MarleneHood17,312,224,48
folixia,3662,349,163
coforuno,39094,33673,33664
Cheongw75786251,6,1023,71
EmprendedorasN,132,804,489
Betza42831086,1,179,2
titichascona,6382,1181,965
Moises_Richard_,3,531,53
_Julietapucheta,4463,898,1187
UrbanoGestion,176,360,76
valecarter13,25612,458,448
CarlosPiderit,1673,3366,2733
Rubenrulosoto,1041,355,212
solk59,135,165,37
BPelluco,93,299,75
notificame2017,6833,8185,8188
Innovar_EU,209,394,474
JosseyNadiekjah,113,424,362
adairnancy23,0,3122,730
c_a_r_m_e_n__,13901,4795,5766
Lorein75919996,3125,482,114
CatedrasLibres,2099,1860,796
rtmati2691,122,281,95
phammera,26,4714,152
Aldrich1525,3747,257,160
PeluqueriaJaque,20,918,354
ProductosTemuco,345,554,296
EfficiencyGuru,233,4255,580
carynannharlos,794,5880,5568
mamozu46,3,95,5
DiputadaMaca,157,435,46
ilovetuiter,288,1556,970
gmcarrasquillo,385,535,255
daniyaldo_rojas,10,179,20
pedrobustosbeta,3,103,45
pitufin08333041,14975,1111,462
suketeimporta,28528,2992,3528
DonIgnacioRivas,82,96,51
MiguelFM1982,803,1109,1078
CAJ_CoArq,1817,1109,2510
ratacaro,34299,191,997
jeremiasmedina,8872,2328,1630
iPocrates,4983,321,325
FContinuaUCSC,319,937,334
RigobertoContr4,122390,4996,3314
Jorg_Aguila,6043,612,174
EnriqueJaimeZa1,335,632,137
gakselav,7922,881,521
jalvarezbaez,3713,573,196
universitasrev,758,3150,2471
RDPrevencion,1940,627,637
halconghr,48481,509,330
FGambas,2432,669,97
Fran_rojas_m,9571,669,379
melloxDM,311,29,13
BachmannIsabel,2517,2949,2133
pavivina,24373,1394,747
meetings_raquel,6,3346,226
Rayen37257630,3,12,4
ygorayeb,172157,13376,12190
soypuertomontt,266870,3385,22533
RichaelMichter,16688,1453,1211
antoniaaa_s,2,53,4
Gracii_vfm,73,370,83
kekoarica,72,58,20
horusalejandra,184,2410,709
juancarlos_7073,3209,1379,464
lup11,483,4782,363
naatsep,629,236,89
juliogp7930,6692,477,176
Equipodelafecha,2871,4965,1804
MDDL123,80041,4852,5457
docgarf,6,51,12
Judith15557552,5,216,18
LoRe_no_mas,51540,456,991
javieramunozca,1301,1370,915
Karolilla1,0,33,3
fbravom,4540,3889,581
tomaxo_91,4259,2004,533
MartinsitoF,0,1,4
AlexRudloff5,736,98,50
yv5nea,332,533,401
Prodigia,29694,80763,145951
lcolmenaresr,106636,8103,56279
kk4Aliceel1_,0,527,85
RecabarrenAny,136,270,86
alderetepp,5976,402,2624
ananamont,174170,13448,14856
Tochozurdo10,11741,3825,3022
Danittasdb,708,266,124
simon50050177,5,1,0
malditosinonda,17063,1282,467
fossandonr,71,937,142
servelizzy,30,261,100
Cha_Nasike,68,137,29
Totiganya,12,430,115
depravedpsyche,227,420,0
RedHumedalesCH,1288,1730,2321
CaritoDelSure,68409,9734,11769
mahinopa,0,7,19
tanharta__,378,300,149
lesbontears,8108,945,2172
Pablozen,6524,1350,1868
vasiba82,785,936,113
PPitune,214755,1210,2105
gabrielboric,57112,7035,898241
fsalatam,312,4675,1219
Apartidista31,14141,8120,7664
echeverria_ce,0,89,4
oteushu,178808,54094,56153
Ovnifm,71559,1190,519
VeronicaHecht,534,2069,2562
Onlines16963186,12,269,12
CVILLAGRAGIL,444,99,90
Mximo13599102,10987,1229,426
LuzElianaZuiga1,391,272,115
DRSIMSON1337,7,876,122
illanesfran,1422,947,186
Marianiniecheve,131996,7132,57045
jackstorechile,38,1104,244
se7enchileFC,1648,568,421
vane84_,6397,524,476
IngridN79932407,0,116,7
NCWGB,3912,3261,1843
somosguock,1110,432,103
weizhou_binance,1612,4950,4437
CFSanSebastian,1008,734,1150
Charlittles,2196,238,81
aes_prt,662,444,410
asaldesn,317,294,215
Vaalits,10097,1265,1120
fabc92b3e12540f,29426,2158,2109
Fsanchezlatorre,2670,6398,6470
carito_caracol,51215,1904,2162
sis78sa,4398,1057,740
Loretsz,13821,2296,1640
FSecreduc14,42,32,29
CaroCanarios,118746,5820,7978
bautists_jose,10,4949,737
cotapizarro,1308,308,95
MigosDolce,1079,4474,1090
EduardoVenezian,4478,5009,1078
marie02069733,3,187,20
Consejo_Redac,487,1689,176
ClMetinca,11,880,139
pau_bla,17581,1800,2570
FrusextaAG,140,1766,1587
Marcilu9,250,445,24
bernievidalvarg,17,452,65
GuidoAinil,110,65,13
FerminRicardo1,10244,2058,2001
ladrondefotos,32634,2507,3011
JuanPabloMzP,264,202,27
ketty2409,28741,11040,10685
RachKReese,1645,1180,1187
jgarnhamh,1048,581,522
julissa_m,16211,85591,75011
martinezantoni0,19455,4990,2226
SanAntonioInf,2380,89,407
cosam_ptomontt,182,290,289
797c,20611,4214,1820
FranM_Castillo,416,1765,497
MatesPaquita,5,79,1
vladomirosevic,28521,7876,72578
Adlbo3,760,942,635
Pili_Patriota,6662,5091,5044
ali_vero,54438,3386,3667
Maqi_Maqi,12441,1190,618
Psic_LuisaCam,441,145,80
CristianAHorton,1196,1566,678
kevin_profits,23,457,70
johan19368099,9,61,2
MAngeli25542348,876,151,70
EcobeePaulina,14220,3540,4085
Atrevides1,17,292,133
easylacto5,4,159,7
BastianCea5,28,118,14
cgallardov,3946,1922,2067
Sal_Lobos,2210,837,3703
RoiiaG,6,872,59
English_Group,3311,2243,542
anacarollopes_,6209,460,179
josefe79,10,29,1
CiaOctava,128,639,435
cfernandezabdal,77,505,66
PanSanFabian,2,120,31
Moleski024,280,1493,219
MeryeStore,37,1739,5243
cotemalkhovic97,13933,2378,2582
c_darkness,3734,1233,945
rosalezursula,2203,5091,4588
loretomonse,2624,581,459
capaciTOcl,185,400,84
NegronyVera,0,84,23
carlos91030655,0,148,18
MarioOcupa,4,111,22
Madridsta_13,1105,2515,2213
dale_hard,6333,32752,47582
ArgelysQ,11075,47991,61766
josevilcheff,582,464,66
alitocrisostomo,7,111,14
servtecservicio,754,4738,428
funmarcol,3,1097,126
Bquelch6,25,66,131
ale_ames,1931,733,11619
nathy1500,86,258,53
Tatiana_HquezM,28,292,33
rolando98475628,1,5,2
gbirdblue,6443,428,23
TeatroPack,63,938,246
JimenaAguirreG,2604,727,828
sex_ronja,1,1829,97
Mpedreros_,3127,104,156
alejandroflor34,115936,4982,3122
sa__rah8,12402,121,3549
marcecruz74,22837,5729,5983
hector_romeroc,2641,368,81
YtTheraptor,0,73,4
pau_pasten,43,222,20
milenadiaz1102,3176,3139,2509
promo66,2671,343,236
HenryCo0l,1523,1662,1330
AMPARTYSUNRISE,18,949,130
viajerototime,1360,5360,5232
VERY_Asari,30720,1420,1124
emanoelseabra,27046,5001,4013
fbravoalliende,4765,2024,2244
CopaEclipse,318,873,180
Panshopero,129432,997,1697
ilyushinCL,144,1612,539
DiazpNati,3412,2134,1972
thcampos2013,1,57,4
esteban131,138,712,121
macarenacox,14848,6885,9839
bayronyoungking,609,1311,80
Yoitars,12685,3581,2958
ssomehere,0,3533,418
calbarracing,482,3659,2824
PPaillaco,43,69,15
zan_tray,2,143,6
Fantfox,1082,635,700
chile_turista,2244,3006,1928
rojitas35,3454,1936,487
eliottisaccmuoz,17,2344,59
CarlaSantanaSM,1305,933,728
karlita_c,16621,515,598
jebugueno,171,751,104
TeamCervecero,422,3132,4295
Que_Tramas,903,731,532
pepito_gomez,522,3488,1874
JuanpablonunezC,30,178,28
Olivares_Felipe,4856,1210,215
HuracanRodrigui,21557,5002,2697
ClaraWhyte,1071,1762,194
prinstressed,18920,1977,13955
judebrewery,665,6843,6506
BoredPunksDS,157,354,153
Magazinecomerci,27382,1976,701
patoreta,543,363,141
Leonida96579082,10188,1144,600
paulinanu,17565,6482,43874
OClaudiacaro,4,43,5
iurxua,50,44,2
Juliana73068068,36,371,93
PeterRojasB,210,3982,3872
Mada_rr,270,810,226
b_de_b12,114,1287,503
Ricardojaqueav1,3,2,0
SuarezMujicaZT,6877,3421,2171
Glodette6,0,9,1
rev0x,42018,1165,678
_mjuggling,2720,240,137
AraujoArch,14,251,89
estasenlinea,24596,3877,3962
nhucau2,0,36,0
LuquePati,615,531,50
ignacia_canas,910,258,115
luisvillalobo13,2388,824,408
cato_ceb,11826,6616,7265
NaneYanez,208,402,20
Sin2Collahuasi,6485,468,2298
Winie52181580,1043,544,324
CANAL_13C,33429,9549,66848
Obrasurbanas,17591,5289,5171
Leonard87883504,24597,5003,3595
christianrucio,21721,3064,1870
eli15donair,18956,1031,870
Pabloriosecode,6496,144,70
cora000a,0,4934,1345
JairoAguayo6,3287,289,216
JoFizonacero,13527,3700,2427
tony112127,19641,5000,3522
KuchelTomas,285,222,152
IriarteIthalo,933,4223,3675
Pepepat66191529,24692,3400,2822
SAGSCH,20,402,37
AlbertoPando,32871,2986,6738
alambre13,278,4995,417
batarse66,26,1364,169
TeteCyrusOf,56651,5030,4614
Karen_SCP,482,478,335
juanmabrito1,3526,2806,2394
conpinzascl,592,325,218
BravoBassi,29433,13092,12765
Perrytinco,5018,6701,6691
edwarflores,9996,866,381
allanzeta22,2140,1811,641
huguel1956,24639,676,614
FabianDurn2,5186,2522,2522
VicktorMatus,6,309,60
jovaldesm,88,190,54
RoccoNatalia,29084,614,641
Soiretvera,29,192,66
SergioV89840062,0,53,1
thecatracho9622,845,4977,894
Teo_TM_,37743,10639,8703
2b1a25a4424e4e7,864,194,25
Meugeniac20,37907,4222,2381
ignacioocaa8,5606,1350,1172
lucvscorvalan,10935,52,146
GabyNoyerSilva,573,452,84
CrisRefuse,86372,2434,3132
vgonzal61484169,20556,3977,3952
NicoRamirezB,2607,814,309
davferlop68,48192,5777,6863
Cecopac,303,121,1364
BinacionalPlan,846,2593,1165
Pato__Plop,7314,748,378
TaylorN51847744,9,331,58
nikolrominaa,1701,1125,361
TasacionesCL,92,55,19
DPardoFredes,223,689,100
balerion_b,34761,1102,790
DejateDeHablar,954,2409,5292
juantiman,2,32,8
Giorgio95996799,0,15,0
bella_bjqueen,609,293,901
VigorenaDiaz,0,21,2
Rocotodoblue1,522,534,85
cambiosborex,210,2045,311
AniitaPau,963,841,152
SumateAgrosuper,13740,2298,5351
eduardo84440420,9504,2646,1477
IhcerSport,27,81,198
QuizMasterDCL,72,564,257
somar27858141,2718,990,212
MarianaVidela7,3593,809,1644
Inmo_house,271,2099,885
chivato12,218,1597,62
augmenteddemoc2,5,442,71
LuisFelipeLeiva,4793,950,551
NicoKyojin,175758,657,3469
_lilacblossom8,86,195,72
PitaPatriota,1648,3920,4662
pelaocuricano,2832,3467,1272
travers_ariel,13,383,36
CorvazSpa,1,420,24
catt_cat509,333,736,650
FontalEduardo1,1321,1982,1916
nataliacs86,83,68,16
violet4sjahdka,5,87,7
arreguyju,12837,1888,4436
Y_Fredes,12070,3414,2972
karialarconvl,6,29,9
rorroandrade,289,435,65
LuisedelH,83615,2984,1758
MaibeMaibeli,7,110,27
IpasLatina,31948,28077,27103
GonzaloSotoC,6963,2315,838
eduardovaldesv1,0,13,2
sreagm,169,935,43
Juanman29972261,148,368,27
hotenelsur,9,71,38
lenin52664394,43,139,5
Jorge29224800,175,709,25
premioOMI,113,208,35
candes84,2371,459,127
ra_mariajose,54236,1893,2034
Ariasmotors,3335,1261,3615
Pablo830342084,2765,3218,500
kenneyboaz90386,48,1021,216
pjriverosc,20715,3904,1628
ojosdebestia,16328,3033,2947
Soydispersa,58235,5840,6902
camilapuntocl,4393,211,215
TcnelOrozco,15780,600,857
PrevisionCL,10458,9785,14655
AconcaguaRegion,223,1604,1320
BennettPrada,6171,671,262
alvaro_chambe,1531,593,149
Pazmaco,194,37,61
Comegato13,1047,143,38
MastersLeather,8,307,19
FernandoMate0,2241,644,105
chiztogc,25872,849,729
JeanetBaquero,1,41,1
andres_iqq,203,393,153
cesar95756105,2381,1337,742
vgomezfernan,4647,4702,2257
PoesiaYRelatos,2519,96859,113747
Diego92406097,15,158,18
fer_travels,235,702,198
DuportAna,1,16,11
E3_Maureira,1389,3220,541
CarlaVera5,579,1051,308
laurent_wines,136,52,28
Toya73550695,569,160,2
OlyDanceanu,8733,641,327
tdetintamx,31,836,46
carcamodoctor,3216,1768,1372
AndreaJaqueA,1958,270,275
Reko20002,4106,2169,332
gigoide,509,629,207
DwennimmenDH,3046,4509,3552
gebrils,2133,4137,1390
RodrigoCEsteban,24118,2702,2617
USanFelipeSADP,14404,14397,26331
SwissCognitive,18465,77065,137939
4lennox,33103,1427,582
Fernand38542834,1,16,0
CamaraPanaChile,204,893,325
proldanlopez,31883,8327,8392
magissa_diamond,5018,331,50
lakonchito,340,166,103
asgodoys,7,14,9
jessystormy,4900,468,192
paulabslts,167,103,27
IMRosales,5921,1413,888
GutNayi,5,71,6
moni_argenta,11196,2290,1235
flebotomo22,9715,1901,1417
BernuraSauria,4640,10290,11991
VideoPorn,65,1342,2264
nicofreire,2173,1218,1517
futuro_fch,65,1091,247
Mohamed42025049,2,39,11
leandrojoseee,102,1669,774
alcecl,5548,4072,3855
_Geoman_,1318,272,226
eduardoprev,145,245,35
PameHermosillaC,131,273,141
Jbahamondesv,485,423,231
ManuellMendoz14,56,2017,308
claseskandyan,49,115,53
EsNuevaEconomia,6533,3464,5647
walimay_,6166,589,385
